timestamp,temp_c,cap_pf,cap_sd_pf,permittivity,optical_ratio,index,tpm_equiv,validation,ch410,ch435,ch460,ch485,ch510,ch535,ch560,ch585,ch610,ch645,ch680,ch705,ch730,ch760,ch810,ch860,ch900,ch940
2026-08-07T09:31:53.466Z,36.2,40.83,0.0122,3.4415,0.3185,0.8203,21.94,validated,354.3,398.2,442.1,488,545,589,633.4,689.5,721.2,786.8,843.1,898.5,928,980.8,1071.6,1144.5,1182.2,1250.1
2026-08-07T09:40:53.466Z,38.5,40.981,0.0087,3.4590,0.3098,0.8537,22.51,validated,344.5,384.8,437.6,478.6,523.4,572.5,627.9,678.3,715.3,787,837.9,894.5,922.7,968.7,1049.5,1126.8,1195.1,1242.2
2026-08-07T09:49:53.466Z,40.3,41.217,0.082,3.4835,0.3028,0.8903,23.14,reading unstable,326.5,378.7,424.8,472,514.6,573.4,609.3,659.9,703.1,771.2,837.5,882.5,932.2,970.4,1054.8,1117.1,1181.5,1250.7
2026-08-07T09:58:53.466Z,42.5,41.311,0.0143,3.4955,0.2977,0.9120,23.50,validated,316.1,369.2,408.7,458.9,514.3,552.9,601,655.8,701.3,759.7,832.4,872.5,911,974.9,1036.2,1124,1175.4,1240.3
2026-08-07T10:07:53.466Z,43.8,41.469,0.0118,3.5121,0.2866,0.9508,24.16,validated,305.4,351,404.5,450,503.8,553.4,601.3,644.5,697,749.4,828.2,865.4,917.7,966.5,1032.9,1117.9,1163.8,1224.5
2026-08-07T10:16:53.466Z,43.4,41.681,0.0147,3.5311,0.2769,0.9899,24.83,validated,300.4,341.9,389.9,439.8,492.7,536.4,582.6,630.6,677.1,751.3,815.7,865.9,907.8,961.2,1031.7,1117,1184.7,1234.9
2026-08-07T10:25:53.466Z,40.8,41.9,0.0099,3.5475,0.2754,1.0081,25.14,validated,289.7,335.4,381.9,431.3,475.1,527.6,583.7,624.3,680.2,741.4,813,849.6,898.4,956.5,1033,1103.1,1168.7,1217.8
2026-08-07T10:34:53.466Z,39.1,42.125,0.0122,3.5658,0.2622,1.0556,25.94,validated,277.3,323.6,373.3,423.2,473.5,515.4,573.9,615.8,667.2,731,800.8,843.3,888.9,945.7,1035.5,1100.8,1170.4,1234
2026-08-07T10:43:53.466Z,36.7,42.349,0.0159,3.5829,0.2585,1.0802,26.36,validated,271.8,317.5,363.1,409.7,456.8,503.9,553.3,606.3,654.4,728.4,793.7,845.3,894.5,946.5,1029.4,1101.6,1152.6,1228.2
2026-08-07T10:52:59.474Z,42.5,42.318,0.0131,3.5887,0.2580,1.0867,26.47,validated,266.4,314.1,362.8,408.8,460.6,505.7,555.5,602.1,655.8,729.1,782.7,835.6,875,933,1008.4,1107.5,1172.6,1217.5
